"Hormones.SL","Hormones.BRC1_2","Hormones.CK","Hormones.Aux_Shoot","Hormones.ABA","Hormones.Bud_release","Hormones.PAT_Bud","Hormones.Aux_Bud","Hormones.SUC","Hormones.Sustained_growth","Hormones.GA","Hormones.Decap_signal","Hormones.CXE","Hormones.SMXL6_7_8","Hormones.FHY3_FAR1","Hormones.SPL9_15","Hormones.SMXL6_7_8_Transcription","Hormones.Low_R_FR","Hormones.MAX2","Hormones.D14","Hormones.Perception_SL","Hormones.D27","Hormones.MAX3","Hormones.MAX4","Hormones.MAX1","Hormones.LBO","Hormones.CLAMT","Hormones.PhyB","Hormones.High_R_FR","Hormones.PIFs","Hormones.HB21_40_53","Hormones.NCED3","Gene.SL_n","Gene.BRC1_2_n","Gene.CK_n","Gene.Aux_n","Gene.ABA_n","Gene.PIN_1_3_4_7_n","Gene.Aux_Bud_n","Gene.SUC_n","Gene.GA_n","Gene.Decap_signal_n","Gene.CXE_n","Gene.SMXL6_7_8_n","Gene.FHY3_FAR1_n","Gene.SPL9_15_n","Gene.MAX2_n","Gene.D14_n","Gene.D27_n","Gene.MAX3_n","Gene.MAX4_n","Gene.MAX1_n","Gene.LBO_n","Gene.CLAMT_n","Gene.PhyB_n","Gene.PIFs_n","Gene.HB21_40_53_n","Gene.NCED3_n"
0.660155895320161,0.863043738698548,11.8536703502058,0.421938698440344,0.41214237575855,10.0669485292795,0,1.200214385,4.63192046490816,0,0,2.275215592,0.863763176,1.57228271008698,0.426216849,1.0647608618035,0.77751591234674,1,0.276603125678267,0.793857023,0.276603125678267,0.51613956,0.278181979492251,0.169372147968017,0.686081561454445,0.899725883761212,0.697384059492703,1.119918314,1,1.825724161,0.33722016287818,0.41146916974966,0.683749501,2.050801989,1.726477465,0.690970102,1.001643155,0,1.200214385,2.03581607,0,2.275215592,0.863763176,1.667459295,0.426216849,1.06436463,0.536045709,0.793857023,0.51613956,0.815339335,1.225287526,2.585590005,1.290144034,1.016473986,1.119918314,1.825724161,0.390732486,1.220182805
0.696124695558162,1.59842130373842,3.97850926665788,0.775972677159924,1.51736883259574,2.86139881145483,0,1.822634961,3.34066055939307,0,0,2.303893144,1.18190815,1.4942555099151,0.063175558,1.26325714251039,0.801833658747027,1,0.231750284282618,1.327744447,0.231750284282618,0.656118064,1.13080435825111,0.333499197908909,0.723052874303211,0.534785926048446,0.484804887181294,1.650791887,1,2.099947153,1.529338183,2.1099644633133,1.420082385,1.896308347,0.895500565,1.281865404,0.71914426,0,1.822634961,1.450006728,0,2.303893144,1.18190815,2.127770733,0.063175558,1.123496208,0.405067773,1.327744447,0.656118064,1.367891733,0.368907157,1.335266455,1.103095163,0.670497144,1.650791887,2.099947153,1.529338183,1.379658526
0,0.725137851084105,9.32172746688485,0.816761681826497,0.392548558074392,9.05199616011002,0,1.23160039,4.78890797017455,0,0,2.460726519,0.703452281,1.75318358055287,0.242539284,1.0975371189979,0.726424662907989,1,0.198776779399541,0.960111264,0,1.038024442,1.61689694562952,1.01680798636332,3.89633532504863,0,0,1.451700822,1,1.653427445,0.452246400698913,0.591664336134313,1.436009121,1.630979092,1.37072402,1.413294406,0.663472786,0,1.23160039,1.946135799,0,2.460726519,0.703452281,1.809354589,0.242539284,1.096370923,0.409510419,0.960111264,1.038024442,0.953563042,0.664407319,1.915964163,0.88780511,0,1.451700822,1.653427445,0.623666045,1.30826966
0.00960599863777127,1.4731619161263,4.50944026518145,0.625811096091584,0.353228191756676,4.6518121685074,0.401092546930571,1.120420486,4.39036652646257,0.692272140668227,0.442370602124023,2.528453231,0.884693852,1.76920247349234,0.326969327,1.74377217778533,0.722234603562771,1,0.225838495610351,0.926230904,0.00960600357690536,0.993245004,1.98558996209036,0.138799902319925,0.407786826590665,0.0115920056028536,0.0104859656432939,1.730622763,1,1.962363816,0.66393268,0.602801948240811,0.780898121,1.806006308,0.676723456,1.104072592,0.58597719,0.119896227,1.120420486,1.736384313,0.394825521,2.528453231,0.884693852,1.702446781,0.326969327,1.785689245,0.458508001,0.926230904,0.993245004,1.61254504,0.104446646,1.483084726,1.10547781,0.025714324,1.730622763,1.962363816,0.66393268,0.90792631
0.00247881794877423,0.912608373294027,10.1402045569119,0.720535626568079,0.591552650062213,9.05245758139827,0,0.986239694,5.72041385444109,0,0,2.434976735,0.413044111,2.23003010457343,0.237475275,1.24508735793941,0.619201516595585,1,0.301699161551452,0.941963514,0.00247881794896191,0.379027085,0.739114053716446,0.488496049607224,1.85220464303273,0.00332977533312324,0.00356546985895309,1.319183266,1,2.177251333,0.937729714280222,0.492468470271082,0.525963279,1.793725626,1.206727528,1.237511557,1.201173949,0,0.986239694,2.349268382,0,2.434976735,0.413044111,2.6095519,0.237475275,1.390588741,0.681809718,0.941963514,0.379027085,1.356534879,0.76170989,1.900522965,0.933895241,0.001924987,1.319183266,2.177251333,1.027537675,0.525173657
4.47609140005619,1.03680716457264,4.42454902158641,0.975172548999994,0.394121002322615,4.99275536758272,0,1.205681633,4.14033066872229,0,0,2.410171024,0.568114306,2.52788569037162,0.598467966,0.777323514197995,0.56691642459921,1,0,1.080892349,0,0.440223117,0.998226912816026,1.20987991783306,6.4229164057519,3.07764332520399,4.62516649159553,1.300806142,1,1.754314642,0.919739301,0.540849790496598,1.140324303,1.756339359,0.794851779,1.662752585,0.728706952,0,1.205681633,1.717857624,0,2.410171024,0.568114306,2.169147733,0.598467966,0.996203208,0,1.080892349,0.440223117,1.162639214,1.025631979,2.654361111,0.665412441,0.720103797,1.300806142,1.754314642,0.919739301,0.588046841
0.186732705724231,1.30777664393115,4.60050881468612,0.665475230973061,0.642911655962243,4.75187713733718,0.561837654695148,1.77722611,4.78604329384943,0,0,2.132258574,0.829916875,1.98275686939352,0.351062576,0.998582575404938,0.670516627533193,1,0.413523321705801,1.097191514,0.186726785906576,0.981349801,1.1767633412382,0.544274685225061,1.79357067852022,0.233536034577508,1.36325318366759,1.593576723,1,1.915577732,0.54610479,0.59881219865897,0.731593649,2.091278076,0.68540524,1.042220249,1.073644888,0.164933792,1.77722611,2.244588603,0,2.132258574,0.829916875,2.303273462,0.351062576,1.081923585,0.866292076,1.097191514,0.981349801,1.069175656,0.656834466,1.955271073,0.171304159,0.760054363,1.593576723,1.915577732,0.54610479,1.096515192
2.4866564515277,1.04129914124117,6.32785904781875,0.749574066273988,2.01989509573579,5.28252341221571,0.896042898703839,1.367206009,7.04004099893204,0,0,3.37568778,0.982703009,2.39274894363596,0.606775625,0.889092568241131,0.589505932487496,1,0.204221186098721,1.206373487,0.204221186098721,0.615542716,0.770081613734975,0.796967177965286,2.45508738383367,1.43667635752021,1.89117301055042,1.506044905,1,1.94195776,1.394253145,1.92036833137718,1.715870524,2.191414659,0.663746135,1.639951041,1.051826914,0.212410137,1.367206009,2.085513074,0,3.37568778,0.982703009,2.408597129,0.606775625,1.11124283,0.538433543,1.206373487,0.615542716,1.004940325,1.280661032,1.854824341,0.759674736,0.77030782,1.506044905,1.94195776,1.394253145,1.377345526
0.109944643475659,0.693474540735303,4.60645839155095,0.680451394663788,0.224295893076899,5.73264410705673,0,1.23737584,3.75682811404011,0,0,2.068079158,0.66039613,1.30185925392859,0.226510557,0.855403903885194,0.868858816320827,1,0.211631742866363,1.265404589,0.109933397999653,0.25772108,0.31676113840564,0.23301986224082,0.608822150327408,0.0665191490560869,0.221091560834838,1.397690237,1,1.24874596,0.461227340421831,0.376586951493696,1.372356556,1.40190044,0.855356291,1.043839371,0.595594436,0,1.23737584,1.81657849,0,2.068079158,0.66039613,1.319153248,0.226510557,0.754547615,0.378530797,1.265404589,0.25772108,1.002408016,0.948014604,1.449965067,0.300881216,0.36316253,1.397690237,1.24874596,0.665094211,0.816480572
6.65323456161136,0.783442707865045,6.96283661457996,1.14155967925623,0.696678883422534,6.26251180785768,0.562268008635686,1.392833364,3.93435251747993,0.0731809953334399,0.0288302898366034,1.895204589,0.087548394,2.04692658837488,0.722902015,0.759315082133995,0.656399584498037,1,0.226398945483835,1.210118478,0.226398945483835,0.724946617,1.48600459626539,3.23194685226375,8.66374779441489,3.15847708824053,4.74700296089416,1.243081938,1,1.6172914,0.888115529592908,0.628066542634265,1.145443573,1.663648488,1.490114671,1.652524411,1.109242253,0.176199185,1.392833364,2.075951346,0.020699023,1.895204589,0.087548394,1.820006545,0.722902015,0.90545031,0.406240898,1.210118478,0.724946617,1.101075951,1.652532253,1.643778757,0.665362359,0.547915645,1.243081938,1.6172914,1.133606711,0.707194169
