,SL_n,BRC1_2_n,CK_n,Aux_n,ABA_n,PIN_1_3_4_7_n,Aux_Bud_n,SUC_n,GA_n,Decap_signal_n,CXE_n,SMXL6_7_8_n,FHY3_FAR1_n,SPL9_15_n,MAX2_n,D14_n,D27_n,MAX3_n,MAX4_n,MAX1_n,LBO_n,CLAMT_n,PhyB_n,PIFs_n,HB21_40_53_n,NCED3_n,,,,,,,,,
21,1.344642608,1.876323416,1.487327437,1.01514271,1.574114901,2.264177436,0.798226214,1.280250597,1.196833976,1.087786616,1.527277152,1.939125458,0.988415698,1.028867828,0.952324536,1.113361553,1.132045052,0.964161776,1.080993053,1.185928753,1.2269036,1.525215308,0.716099409,1.687782511,0.993893628,0.837692576,,,,,,,,,
22,0.557970785,3.27737108,0,0.310621411,0.723341016,0.783340844,1.387160901,0,4.102079416,0,0.713472795,0.972970897,1.583153411,1.201378867,1.301028067,1.03649415,1.395223535,0.973185653,0.434227192,0.384466473,0.280122354,0.486701039,1.406347242,1.423424597,0.275729623,0.504406496,,,,,,,,,
23,0.16187393,0.448267582,11.23748124,0.157970345,0.410908611,12.65072381,1.895413786,2.915064996,2.168429257,1.77047123,2.287459513,1.482001491,0.744963786,0.656705176,1.624256983,0.940336071,2.00654738,0.348731598,0.094791611,0.127319781,0.197076985,0.165458454,1.152108439,1.682553024,0.883704789,0.455684646,,,,,,,,,
24,0.067212124,1.778020377,1.15976989,0.930189029,3.095090453,0.211438365,1.35673351,0.432264386,2.086897827,2.027319145,1.650864903,1.778353407,1.088032725,0.635277117,0.863026986,0.28797056,1.082433891,0.887863919,0.853719798,1.540077365,1.411683383,1.60965953,2.006472784,2.092056329,1.540940335,2.315898048,,,,,,,,,
25,1.695011837,2.300445022,0,1.188721489,2.250560144,0,0,0,0,0,0.583138374,1.536232438,1.276858283,0.332713894,0.868165304,1.974669315,0.2750167,0.535507061,1.185133702,2.855482477,3.642911427,2.250717215,1.721635631,1.404347349,0.839533525,1.978490304,,,,,,,,,
26,0,1.508297298,1.032122074,2.797303122,2.505303377,0.326980493,0.679559864,0.875040657,0.813535267,0.445356021,2.367810586,1.887994561,2.019337452,1.554262336,1.587691335,0.397228649,1.591183956,8.357530599,48.54604975,226.0262437,110.31945,45.38919467,0,2.420671919,0.600920616,1.173657533,,,,,,,,,
27,0,1.959849817,1.788130898,0,3.563609564,4.440835114,1.829765035,0.370422359,1.140451354,0.77607106,0.361421069,0,0.584778054,0.904462531,1.084495574,0.093179879,0.831446517,0,0,0,0,0,2.56004242,1.711277707,0.689611641,1.529120161,,,,,,,,,
28,0.201398308,1.074150464,0.636926791,0.652697315,0,1.751435723,1.603438844,0.385768208,1.787796018,0.708326978,0.441354856,2.667649506,2.422384159,0,1.691416486,1.576738359,1.17105389,1.595941486,1.309794904,1.795639986,0.263310432,0.151274674,2.001948033,1.40365666,2.125563742,0,,,,,,,,,
29,0.262609323,2.260489451,4.098427956,0.637882146,0.600018839,5.733715642,1.055133991,1.061025994,0.408565216,0.616553504,0.995489125,1.179434146,0.636533041,1.799597622,2.905341824,2.359360321,0.910337323,0.644056571,0.360623941,0.756135754,0.589404036,0.867295263,1.07689431,1.600095474,0.335990926,0.359132733,,,,,,,,,
30,5.29360279,0.913303125,0.466671692,2.718193563,5.745729241,0.624337531,1.4436337,0.807054564,0,0.446271575,1.295336046,2.026076348,2.244711152,0.298958128,1.33390711,1.950611707,0.900231084,1.021318199,4.838995921,3.018562055,6.190949077,5.046471294,1.262241596,0.803472697,1.447089785,3.107298302,,,,,,,,,
31,0.015273747,1.460321149,0.880646147,0.018254645,1.76740018,3.015519229,1.744651927,0.304482566,0.640518702,0.142186197,0.415934761,3.500923733,2.327246453,0.058369507,0.814019635,1.523281962,1.365453427,0.064094607,0.00198169,0.00495768,0.004724915,0.004368413,2.490087807,1.487709519,1.911239921,2.970598747,,,,,,,,,
32,0.032664226,2.550094571,2.019161225,0.1698076,2.384859796,7.353912413,1.985004151,1.085542499,2.77284423,0.768510671,2.464774614,2.719130272,1.497511612,1.153174043,1.343300262,1.537995965,0.967207282,0.228232145,0.046596279,0.12969901,0.198531903,0.148810163,1.255812204,1.691274929,0.744605105,0.858455464,,,,,,,,,
33,0.496111752,1.893680158,1.631888477,0.379069575,0.307001869,2.739859512,0.848009236,2.646595572,0.101188566,1.386411431,1.988360191,2.087922385,0.866454096,1.307669657,1.283448371,1.401520005,0.628214581,0.510517756,0.139068111,0.118383786,0.427214885,0.136562006,0.781042818,1.373875517,0.80446918,0.43308911,,,,,,,,,
34,0,0.617759014,0,1.437704671,2.002117401,0.306458485,0,0.804922644,0,0.54974447,1.715237172,5.114438568,2.893890643,0.305514142,1.370819709,0.523622826,1.945831827,5.21263843,6.403179674,16.26333023,59.37166218,35.39055345,0.000143181,0.268883835,1.027911417,0.837970779,,,,,,,,,
35,0,0.527491434,2.69032076,0.808923706,1.699484035,1.053752968,2.432979397,0.937228285,2.387595245,2.092746415,1.1792082,0.880658939,2.309712125,0.862754792,1.309936346,0.914829858,0.681129834,2.023093399,1.420273695,0.060093967,0,0,1.855811472,0.511355025,1.22795479,1.392032242,,,,,,,,,
36,0,0.858900619,1.752581568,0.733986984,1.964345529,3.9264095,0.834287079,1.348193058,0.5328724,1.475041015,1.223991696,3.032864979,0.824803973,0.648496493,0.07636217,0.346881053,1.422698976,1.467024339,0.441297172,1.856504466,0,0,1.14447815,1.423715359,2.036355454,1.79099096,,,,,,,,,
37,0.94005833,0.194306213,5.85059553,0.871235615,0.502739306,0,0.540212824,2.391986365,1.460574769,2.588795252,1.053804806,0.695225734,0.567352384,0.87891581,1.692317327,1.099253104,0.585170298,0.628747055,0.800788279,1.205350597,0.669222934,0.676283317,1.406832945,0.093094642,0.253744,0.503098476,,,,,,,,,
38,4.180532888,1.651078864,4.272205818,0.867333965,0.5339764,1.943332158,0.519086047,1.718466014,1.03509482,1.284806926,0.405380426,1.962966047,1.726834049,1.98817686,0.324616668,0.636450615,0.454690178,0.665263802,0.84218266,2.106281214,2.371681202,3.759671626,0,1.539789516,0.6585375,0.7446273,,,,,,,,,
39,0.061171319,0.887528329,1.138611502,1.180543655,4.815737829,0,1.513470461,1.975338025,1.192005431,1.305607192,1.690363457,3.654961375,1.012507508,0.139060037,1.68578982,1.680185935,0.053373557,0.127034908,0.146220315,0.416570287,0.131091078,0.107041738,1.722453776,1.521566104,1.739733847,3.781831498,,,,,,,,,
40,0.921626944,0.818259073,0.684022244,2.215096449,2.84746852,1.4606569,1.856396303,0.930250741,1.578178517,0.730100681,1.323207818,2.013782233,1.67659311,1.345797252,1.13432722,2.350140032,0.249320558,0.36659218,0.518236093,0.532725488,0.47598046,0.288474609,1.912232586,0.690262919,1.35074788,2.215261614,,,,,,,,,
41,0,1.384688666,0,2.429401034,1.78806019,0.333679719,1.973981157,0,1.69924835,0.308608241,0.11664063,1.463099306,0.33586574,0.787339583,1.238619383,0.629091058,0,0,0,0,0,0,1.499915844,0.83353837,1.76110971,2.414566415,,,,,,,,,
42,0.716163304,1.169891398,1.156224986,1.947261311,0.2472684,0.423853165,1.092598668,0.636166563,1.307039465,0.352488653,1.663998767,0.827840839,0.410668018,2.3093734,2.089249118,1.44579224,1.548234483,9.940613067,25.32431576,22.93557871,2.449670419,2.143540315,0.994031557,1.897394989,1.337946277,0.074055473,,,,,,,,,
43,0,0.842957352,3.799807658,0.327071565,0.153876323,3.367688989,1.792881042,3.135285374,0.861223234,1.947204605,1.256983366,0.933369649,0.538421128,1.813290562,0.953008278,0.914845367,1.272580013,1.470766204,1.498793187,2.423813812,0,0,0.969284986,0.571263266,1.226288121,0.113039805,,,,,,,,,
44,0,0.395592462,3.077609379,0.641422667,0.014012888,3.711304858,1.735467599,2.582046865,1.450656856,1.416235941,2.31092683,1.53909862,0.005787823,1.567440061,1.294870339,0.83959299,0,0,0,0,0,0,1.053689872,1.962317866,0.550824517,0.350420712,,,,,,,,,
45,5.217664071,2.196300551,0.416011992,1.891512806,3.26273926,0.309669227,0.705875959,0.577036336,1.702102694,0.750706028,0.921039089,0,0.998203275,0.518703463,1.487947258,1.989204444,1.364924197,2.028163549,6.430609865,2.950651312,3.770515637,4.57405672,0.177284485,1.774456534,1.018597329,2.346654398,,,,,,,,,
46,0,1.030274911,1.350040543,0.799936503,0.345570274,0.715509492,0.677275167,0.465376372,0,0.477593977,1.106040112,2.142835517,0.315162621,2.216128143,0.594525281,1.184344193,1.764275521,6.878193214,13.86459526,56.56887852,0,0,0.772343704,1.35769326,0.247838253,0.197675324,,,,,,,,,
47,1.274312243,1.385603731,2.058674113,0.861947606,1.687623728,0.228931227,1.995427884,0.676625379,2.825490804,0.592879624,1.27394607,0.392474598,0.182637318,1.310178845,1.418536474,1.658165138,0.161819116,0.197061208,0.150957707,0.143142721,0.598323646,0.297807318,0.717676539,0.896865625,2.035747012,2.570577857,,,,,,,,,
48,0.60937549,0.872355771,0.299378506,0.877071083,0.068838959,3.837315799,2.950942753,0.958661075,4.030508555,2.02209815,1.457964006,1.135324536,2.003437127,0.945557477,0.880892359,1.191092432,1.022041166,1.191347733,1.919267209,0.889492346,0.343369223,1.752884198,1.485224623,1.071413438,1.706714711,2.414082212,,,,,,,,,
49,1.901665619,0.431239472,2.853537157,1.119325089,0,3.370582833,1.214762649,4.025552732,2.452655707,2.737738526,1.348923189,1.049311204,0.037342723,0,0.244986959,0.982464551,1.193142306,3.79895103,3.613760576,1.699811393,5.813359734,2.605895234,2.206242664,1.547622823,0.550776028,0,,,,,,,,,
50,18.34229906,0.816557019,1.417900071,0.96824494,1.175772289,0.296601442,0,1.29302345,0,1.13567388,0.627817652,0.082689071,1.618140921,0.008587591,1.090740623,0.452016236,1.386582513,2.633774392,3.808373257,6.516830915,7.72783821,11.48823708,2.338335835,2.007813265,0.979637324,1.221562086,,,,,,,,,
51,0.829035502,1.764277776,6.602784369,0.891259838,0.029584151,5.023165686,0,4.249650717,0,2.465478372,2.879788103,0.011675942,0.513658723,3.203997175,0.551768935,0.472951927,0.926271009,1.250339782,1.876403047,1.14753837,1.162658777,0.72841653,1.275473185,1.262675232,0.439272149,0.285485126,,,,,,,,,
52,0,0.633887307,1.460086527,0.906945705,3.966089003,1.41571175,2.280994132,1.007033267,0,1.067068518,0.665128543,4.644600327,1.57183188,0.474018781,0.352141771,2.578872876,0.711272712,0,0,0,0,0,2.960611757,0.648284836,1.727354648,2.523992737,,,,,,,,,
53,0.39072058,0.151253672,3.205472897,0.673539014,0.384357221,8.676540188,1.759297134,1.467236688,0.782610064,1.613463142,0,2.622934556,1.208264943,1.113931494,0.083110204,0.728599846,0.363008504,0.730002038,0.914645641,0.500950569,0.827298239,0.347257602,1.077524532,0.683705722,0.128493,0.207318513,,,,,,,,,
54,0,1.852087733,0,2.955590978,3.181790943,0.3756314,0.954693722,0,1.658304976,0,1.573836727,2.307291437,1.318201123,0.432839254,0.948864036,1.01881895,2.131661094,2.723345839,16.33310909,54.82354638,102.5520535,90.78908563,0.207503658,1.298563747,1.435556203,1.443312381,,,,,,,,,
55,0,1.141747386,3.99051247,0,0,6.67336169,0.968313799,1.076483307,0.925968769,2.150447733,0.715728261,1.639519424,1.588457258,1.75406152,0.344178095,0.866296259,1.28964502,0,0,0,0,0,1.559006199,1.118468609,1.236540434,0,,,,,,,,,
56,0.515097938,1.340378998,11.17016723,0.228597842,0.9037298,8.675789199,1.500123362,3.402326473,2.720026662,1.912283602,1.644987645,1.250297285,0,2.844130215,1.332424266,1.295375832,1.814739113,0.752154057,0.36709532,0.59201986,0.544575292,0.737736486,1.707109988,1.422933136,1.120341545,0.434537976,,,,,,,,,
57,27.90085659,0.377505935,0,2.804024888,0.933370374,0.014099361,0.437725983,0,0.728534554,0,1.544575091,1.494681809,1.199606765,1.22783273,1.009927471,1.152960042,1.780736633,5.324199442,24.22141018,57.45767079,18.03988184,21.36490241,1.326594278,1.346706245,0.732775235,1.490825549,,,,,,,,,
58,0,0.029399101,2.282304191,0.405472211,0.004420217,5.508315659,1.430818902,1.57058789,0.375629828,1.470729369,1.090337898,6.635059308,2.490318719,0.686709082,0,0.700978278,1.532514704,1.381543459,0.909901808,2.538044506,0,0,1.810117078,1.408684519,0.013197008,0.021160409,,,,,,,,,
