,SL_n,BRC1_2_n,CK_n,Aux_n,ABA_n,PIN_1_3_4_7_n,Aux_Bud_n,SUC_n,GA_n,Decap_signal_n,CXE_n,SMXL6_7_8_n,FHY3_FAR1_n,SPL9_15_n,MAX2_n,D14_n,D27_n,MAX3_n,MAX4_n,MAX1_n,LBO_n,CLAMT_n,PhyB_n,PIFs_n,HB21_40_53_n,NCED3_n,,,,,,,,,
1660,0,0.504801444,3.345232425,0.799029441,0.532139317,1.470902776,0.259632416,2.719606571,0.463966088,1.828570685,1.144700423,1.197485006,0.17778291,2.228864477,1.053761971,2.452103361,0,0,0,0,0,0,2.847378066,0.808473442,0.534764373,0.383779338,,,,,,,,,
1661,0.240677647,1.949390878,2.554525364,1.179127701,1.838902417,0.485174878,0.575895167,2.100210815,0.836977149,0.761985009,1.617652794,2.000518713,1.954719154,0.937337351,0.452263047,0.984765795,1.69673206,4.341173729,1.014474303,0.962874287,0.990783036,0.590789493,0,0.736457292,0.372727712,0.933854464,,,,,,,,,
1662,2.272188305,1.023089827,2.925140415,1.277634542,1.347894066,2.335458128,1.679730339,1.543610987,1.307601488,1.113682195,0.461236261,1.965049692,0.472861339,1.498217094,0.311112573,1.865533924,1.036555919,2.60709367,3.991494266,5.801442245,2.216961814,5.363373172,2.123747034,1.952112053,2.674086863,2.316526192,,,,,,,,,
1663,2.336193792,1.720792203,0.299476186,2.177057954,2.251297676,0.847008213,0.20108979,1.44036695,0,1.477998785,3.322075209,1.863623502,1.75984021,0.084532428,0.99698335,0.778351723,0.916035172,2.540940756,8.292479941,4.639681512,11.91880414,7.909810268,0.996695305,1.649142391,1.300976234,2.072082157,,,,,,,,,
1664,0.714879029,0.056018039,4.1280355,0.948833526,0.048492216,3.478874098,1.656256894,2.797452779,1.729717967,1.59156261,1.617912534,1.289052576,0.727617489,1.21113308,1.298080422,2.430515492,1.861406402,3.853027952,10.6925092,1.496652719,1.335516605,1.459557869,1.350628937,1.184263135,0.031508436,0.026198189,,,,,,,,,
1665,0,0.284525031,13.73411002,0.189013199,0.057219746,4.132726804,0.525053651,4.42464133,0.959578104,1.511201053,0.547693105,1.610607531,0.767390227,1.706150519,0.771783626,1.253524483,1.152114017,0.391098587,0.075194609,0.124095645,0,0,0.700606089,1.146092064,0.248982512,0.064925949,,,,,,,,,
1666,0,0.582819308,9.319239268,0.267612959,3.18974789,6.629587298,0.318484239,3.370441351,0.436235522,1.465066537,1.779543393,2.760950816,1.934311263,0.122952439,1.412915562,1.318800783,0.875819951,0.414834504,0.162935311,0.579267463,0,0.330899517,1.517810767,1.959928204,0.829601866,2.086974328,,,,,,,,,
1667,30.82242933,0.899983366,3.977229461,1.563024187,0,2.314201702,1.679220729,1.654982386,0.955335671,1.379158144,0.837864171,1.561044996,2.042326275,0.983750707,0,0.638666784,0.999183305,5.286997811,9.212341919,23.5846498,72.46387712,40.66698445,0.837242942,1.685516091,0,0,,,,,,,,,
1668,2.446791392,1.280516875,0.515235456,0.680442859,1.413613592,2.600975782,2.682420056,0.307727567,4.531828389,0.139138756,1.943462237,3.522019039,1.763249083,0.04495128,0.684503828,1.026875037,1.413491756,0.484479825,0.54354456,0.891983413,2.48612211,1.242982985,1.656007567,2.127228727,0.750180124,0.682315465,,,,,,,,,
1669,3.332136159,0,0.193116481,1.453221985,0,2.453276154,3.565056854,0.197598567,4.75950459,0.581237583,0.855285016,0,1.163680608,1.778289115,0.268560527,1.672169355,1.496151823,2.796904349,5.049968293,3.150366558,3.951187302,2.185071615,1.80277208,0.206018483,0,0,,,,,,,,,
1670,160.1464567,1.923116555,0,3.043938666,1.337052939,0.213622042,0.829511238,0.379088651,0,0.600412502,1.064080956,2.79463434,0.722861838,1.308724202,1.305870318,0,0.388281407,4.073432347,17.87174909,92.61363028,226.9864106,124.0698355,1.291525476,1.180644145,1.22030657,1.187782936,,,,,,,,,
1671,0,2.917786092,0.159287057,0.884657133,0.27051023,0.663731189,1.028200635,0.105940115,2.380916789,0.084518522,1.135518267,1.399385704,0.530281337,1.301849793,2.840990903,0.87813237,1.626523723,6.30797471,18.39866594,46.85383176,52.71322109,78.19366764,0,2.080327934,1.034847815,0.812174523,,,,,,,,,
1672,17.95462055,0.382219672,0.785893277,0.896180584,0.860224904,4.022827957,2.780387813,1.298143334,1.170298936,1.862403777,1.48690975,4.502525616,1.578850661,0.380886824,1.278925892,0,0.785860444,2.024507203,3.33020165,11.88704767,13.73979521,13.5449743,1.205833722,1.680813261,0.513256907,0.859278796,,,,,,,,,
1673,0.21467859,0.750997536,2.903159014,0.695934311,0.276796845,3.444911929,1.59544562,1.659070179,2.653016504,1.784602982,1.484219686,1.46316668,1.081769728,1.78277053,0.986888582,2.476909548,1.218083765,0.304392058,0.099856068,0.264983083,0.344629007,0.237466309,2.08106206,1.670509888,0.420215635,0.299161663,,,,,,,,,
1674,0.48816492,2.21747523,2.741095983,0.493109375,0.472201551,4.06412866,0,2.045584638,0,2.131287574,1.28060851,3.11629839,1.17302453,1.189225489,0.755370176,1.638802725,0.988829717,0.874458181,0.692420498,1.393654795,0.995607565,2.017265573,1.426911173,2.090421563,0.238120896,0.319993025,,,,,,,,,
1675,1.077361007,0.230440525,6.471739499,0.832587785,0.085404255,1.947623934,0.667790785,2.53943197,0.567013854,1.911597224,0.159654943,1.370737827,2.078277224,0.927267772,0.894410649,1.40543066,0.565442711,0.826402576,1.379149583,3.299779743,3.032601847,1.576020872,0.458840115,0.801612099,0.088805292,0.210772468,,,,,,,,,
1676,19.0167453,1.633543287,0.364852646,1.846173071,0.034599886,0.346168452,0,0.784658896,0,0.632234536,2.123525137,0.67231288,1.412612815,1.758052452,0,0.229221073,0.509646468,3.381904806,10.97379037,27.62983403,18.21357517,32.37685878,0.29978146,0.466325137,1.190312783,0.021220334,,,,,,,,,
1677,0,2.044151596,1.176523681,1.110887474,0.000227894,0.367785611,0,1.268195639,0,0.533933213,0.410481936,1.562056688,0.813795537,1.527263098,1.015990003,0.627442895,1.0686728,4.931676702,0,0,0,0,1.276732207,1.640435843,2.740031275,0.002032627,,,,,,,,,
1678,342.9054708,1.452613961,0.484655973,1.081408262,0.527854954,0.226765499,1.124317002,0.729259396,0.397220566,0.349064533,1.208494987,1.356817412,1.088213815,1.246035599,1.212664028,0.262603004,2.067036786,6.131133526,15.21003098,55.16918824,181.0361821,105.5466528,1.573340481,1.755437767,0.686889352,0.939505346,,,,,,,,,
1679,0.69364915,1.771451401,1.981440834,1.126279883,2.206024279,1.625369147,0.726960666,1.453832145,0.415991856,1.004234111,0.620553032,1.455633857,2.072710851,1.551739014,0.473894451,0.940293328,1.487539915,1.319053401,1.283743394,0.196087603,0.388139577,0.220350799,0.76532975,0.748229,0.827992896,1.863122294,,,,,,,,,
1680,0.916842,0.330014328,5.469052797,0.388491401,0.195420483,4.279798075,0.976243514,1.751082303,1.438259185,1.28709546,0.781433682,2.07159668,1.281027566,1.835209388,0.184267183,0,2.297602745,3.767073745,1.511483651,2.771628312,3.867888618,3.707800427,0,1.215846239,0.3488781,0.224889319,,,,,,,,,
1681,0.046892329,0.938687039,2.578973883,0.344802218,3.105867544,3.213455316,0.215343097,1.184234732,0.174750253,1.968481283,1.272230808,1.309921724,1.790194786,1.432961284,0.635295683,0.703161564,1.321051205,1.159287559,0.096781367,0.140165137,0.052882834,0.061007124,0.382048899,1.626152544,0.946387856,1.433605247,,,,,,,,,
1682,0,2.104972419,1.110223388,1.71254245,0.448321191,1.145822412,1.020954345,0.768304203,0.888442508,0.785133897,1.328295895,2.054126688,0.042009269,1.096877136,0.868590065,0.332339568,1.5061579,0,0,0,0,0,1.153374789,2.208792275,1.550180413,0.312252068,,,,,,,,,
1683,0.715318259,0.068827388,0.068104265,0.248433145,0.030630441,0.720023435,2.166404075,0.096581107,6.309940713,0.065042322,0.770646061,1.426736453,2.309488874,0,1.391000642,2.308787327,2.498579767,0.222742426,0.052023808,0.083087264,0.340491327,0.186981049,1.249965099,0.11344025,0.035779769,0.04986024,,,,,,,,,
1684,0.019697675,1.24448516,0,0.916887971,1.20371751,1.067298229,0.719748341,1.941330979,0.511098055,2.424053698,0.384217072,3.562641433,1.304078689,0.755894561,1.349890128,1.385480872,0.467783092,1.075260098,0.392100815,0.345708131,0.027443573,0.700117242,1.273869818,2.046277009,1.400109205,0.453217434,,,,,,,,,
1685,57.8901706,2.302377798,2.789282718,2.111658408,2.888545891,1.736340255,1.392768667,2.244886833,2.287569868,1.066194733,0.887684608,1.165384557,0.175238292,1.393011818,1.078931742,1.521036409,1.522031442,8.840510392,43.9220471,50.49801654,38.90925098,37.41315767,0.773561875,1.456230657,0.925796949,2.436101196,,,,,,,,,
1686,0,1.267910511,0,2.109780503,3.800953314,0,1.158843697,0,1.558696515,0,1.545072116,0,1.109739252,2.496259013,2.280715725,0.980809514,0.128877859,0.548523398,1.446301254,0,0,0,0.11313181,0.822997731,1.567041108,1.785370672,,,,,,,,,
1687,0,1.907013781,0.377517357,2.726393784,0,0.657949754,1.703867266,0.485234755,3.383285806,0.46648734,1.952560832,0,0.901626364,2.808929171,1.477279815,0.570795411,1.082890669,6.203260709,21.99351419,50.72974262,0,48.02191678,0.690305931,0.780361524,2.258352573,2.863580951,,,,,,,,,
1688,0.652866104,1.070102063,0.916924666,0.691233417,1.10352061,1.58198723,1.664846123,0.52635674,3.726934499,0.636786495,2.759668811,2.079319009,1.499967526,0.387716435,1.700726672,1.068989525,0.873852646,0.708618783,0.639092822,0.399995772,0.58841283,0.415827605,1.381448737,1.068588394,1.16428426,1.210951019,,,,,,,,,
1689,0,0.794453599,4.259762438,0.704512812,0.887736242,3.907041261,0.862832938,1.738799721,0.687062519,1.722941327,1.360329491,4.519056366,1.634434121,1.025767189,0.934327815,0.86314848,1.31113322,2.25002067,0,0,0,0,1.352318797,0.664518962,0.454792942,0.606525267,,,,,,,,,
1690,0,0.903184535,0.541964045,0.428767577,2.75885378,1.755503626,1.011101871,1.003631489,1.16319316,1.32558872,2.557654522,4.686367915,1.541740247,0.620316679,0.717190034,0.852414603,0,0,0,0,0,0,1.18027572,1.390549793,0.926251522,1.809452474,,,,,,,,,
1691,0,1.861868785,2.768758588,0.927339114,0.853312606,1.084430032,1.027927689,1.594912926,0.85384491,1.390007417,1.399408353,2.089498171,0.614582659,1.078948991,0.232653351,1.956472186,0.839969513,2.707858854,5.645668467,8.442683507,8.592191064,9.60295897,0.82444518,1.479810082,1.447091174,0.909202295,,,,,,,,,
1692,0,1.071362597,4.51769351,0.011598284,1.490786631,6.938367024,1.471907742,1.469279961,0.629795774,0.795789599,0,1.006495503,0,0.922291113,1.146604413,1.765244153,0.852153285,0.034627158,0.000835618,0.002399857,0,0.004351678,0.877047697,1.704424534,0.740556484,1.486006649,,,,,,,,,
1693,0,1.040421192,1.123217136,1.595464709,1.550737037,0.658175452,0.996935876,0.952756634,1.717645424,1.533036734,2.79867066,1.944439307,0.981900899,0.931724169,0.726915905,1.477661978,0.062967388,0.009028596,0,0,0,0,0.762132682,1.1061221,1.482043855,1.107609112,,,,,,,,,
1694,1.587699286,0.088166682,2.342316657,0.915059414,0.039701144,1.233291574,1.028745023,2.983578736,1.568505423,1.612702276,1.859209965,0.905215365,0.422288324,0.477252082,1.845345558,0.827018691,2.22475734,2.571717161,6.999985837,13.73258582,4.569850521,3.481002954,0.107379491,0.30924142,0.076849407,0.053504939,,,,,,,,,
1695,1.191440205,1.480911217,0.695623147,2.051947746,1.240065627,0.678923758,1.370989617,1.08323619,0.740098946,0.932987145,2.609958009,1.656901782,0.832006637,1.424112828,1.105518959,2.199879292,1.250203809,2.119595149,1.689731908,2.350090849,3.010300425,1.388591143,1.219178276,1.143917104,0.8226703,2.134027051,,,,,,,,,
1696,122.1369722,0.221441474,0.001834615,3.380644914,0.480584722,0,0,0.002890483,0,0.00318764,1.656737977,0.598348957,1.506303193,1.957480703,1.225607476,0,0.941941407,9.57124519,93.25438575,159.6026333,168.3072681,99.53129117,1.085066994,0.026007359,0.32726751,0.565759947,,,,,,,,,
1697,2.00373532,1.842893749,0,1.242409089,4.34884662,1.139167485,2.172336289,0,2.895471944,1.692041436,2.154264758,1.145057937,1.114401874,0.864607932,0.547747131,0.781243831,1.60591009,3.818475177,9.112726711,22.34032986,1.945118793,11.54321124,1.371798498,0.353159119,0.614920119,1.759888242,,,,,,,,,
1698,0.759767486,1.019119178,2.933207392,1.356423683,0,4.171018544,1.237977416,2.650801586,1.433082087,1.612845254,1.237878154,1.408124496,1.776462871,1.519328573,1.969751286,0.670619887,1.361590668,3.595696316,2.797392428,1.609449189,0.932044629,4.119276811,1.372756831,2.319485994,2.629704354,3.084640971,,,,,,,,,
1699,3.035856321,1.577528392,0,1.379286904,1.739673161,0.371040035,2.229629088,1.769656501,2.155410997,2.163681211,1.113676503,1.962425022,0.910298977,1.521571371,0.37121936,1.802589558,1.620101574,1.717548581,2.947307782,3.269199578,3.052020124,2.421646453,1.945266105,1.658988282,1.387980711,1.837008148,,,,,,,,,
1700,10.231336,1.486522452,0.433362142,1.870830234,10.00982004,0.311149814,0.457386859,0.38536233,0.632588697,0.367111485,0.777618112,1.95878795,1.231226951,0.124934682,1.362005133,2.369458682,1.139903488,2.062515232,3.078975422,2.80663352,4.669818169,2.345782011,1.142110282,1.275337024,1.699483801,5.069553605,,,,,,,,,
1701,5.045792242,1.816861203,0.474097674,2.886557414,0.258995654,0.288415365,0,1.261659706,0,0.919168803,1.325907176,2.859518424,1.313552955,1.003708749,0.956110664,0.380781928,1.964422839,3.450843368,3.279540414,11.65797035,7.271953432,11.88194886,1.256460163,0.751898759,0.355358105,0.433560317,,,,,,,,,
1702,0,2.465650388,1.755221067,0,1.656542873,3.795148877,0.897637907,0.612738844,0.079389387,0.745466133,0.783551858,3.28081322,1.608996098,0.373662415,0,0.22598983,1.184973722,0,0,0,0,0,1.113067384,1.522852867,1.146834782,0.714429437,,,,,,,,,
1703,0,3.180714184,0,1.293696864,3.505371087,1.115013545,1.57168173,0,2.009573134,0.817141917,2.493335439,2.031451628,0.759199497,0.991117997,1.915537787,0.204081665,1.42056343,7.725044254,14.17488264,12.64118575,0,14.73837615,0.693854166,1.681589591,2.345419712,2.878698778,,,,,,,,,
1704,1.388689035,1.309134347,1.766030816,1.001075168,0.199402768,1.092783569,1.643737263,1.844938639,3.804224491,2.231871376,0.919293362,1.726195247,1.369667535,1.869331478,1.491685322,1.636654955,1.219604537,2.282701975,1.843934785,2.327864825,1.509292098,1.455159872,1.468149386,1.498737287,0.485728524,0.163577077,,,,,,,,,
1705,262.2639817,0.368984543,1.625316268,1.307919889,0,2.230366895,1.757407399,0.911343268,1.857915225,2.315206995,0.876068769,2.174773645,0.656739876,0.607296796,0.75669374,0.015159152,1.485808475,8.117480813,24.21570206,57.68492931,176.6501296,110.9134456,1.086131764,0.618871438,0.320005315,0,,,,,,,,,
