,SL_n,BRC1_2_n,CK_n,Aux_n,ABA_n,PIN_1_3_4_7_n,Aux_Bud_n,SUC_n,GA_n,Decap_signal_n,CXE_n,SMXL6_7_8_n,FHY3_FAR1_n,SPL9_15_n,MAX2_n,D14_n,D27_n,MAX3_n,MAX4_n,MAX1_n,LBO_n,CLAMT_n,PhyB_n,PIFs_n,HB21_40_53_n,NCED3_n
23,1.016704007,1.216007045,0.462634578,1.168473991,0.742828661,0.07977024,1.676539867,2.19075929,0,2.145820766,1.29464364,2.631163007,0.57092988,0.49528607,0.64774535,1.365674371,0.414166404,0.784656033,0.493752503,2.057983064,0.914622044,0.558489357,1.741387316,1.832683867,0.704712537,1.057113674
24,0.795486012,1.749096828,1.214898898,1.454619644,1.048461168,0.190305636,0.793120855,2.301032091,0,1.951817312,0.845343911,2.267413451,0.534360458,1.129555088,0.37385806,0.817148911,0.073410988,0.369827069,0.755004491,1.686542972,0.530947853,0.566508949,1.600922347,1.710933448,0.354327923,0.992248818
25,0.704213619,1.732072875,0.283078641,1.380383286,0.819510966,0,0.877618034,2.060837537,0.042535848,2.625599542,0.473628573,1.926461694,0.378559706,1.236441191,0.787674466,1.211201517,0.352328454,0.783488751,0.837296164,1.172677763,0.907850622,0.523791227,1.348868971,1.907013134,0.898928728,0.561078012
26,0.965344469,1.633187641,1.411553096,0.763581447,0.823338117,0.163109934,1.614101978,2.122093174,0,2.200385094,0.835556564,2.293602575,0.05420198,1.092503345,1.190297693,1.159436922,0.770466459,1.193224862,1.201060265,1.509744826,0.855377734,0.916362075,1.305152901,1.499057792,0.601008848,0.144663552
27,0.649029161,1.629242129,1.368434264,1.932671931,0.062929977,0.12173452,1.287594775,1.93558831,0.097890435,2.430670112,0.424800691,1.998030472,0.362956274,1.00124378,0,1.254173156,1.01536503,1.515317977,0.863718662,1.757439855,0.355573898,0.11249341,1.461168401,1.480595651,0.805944467,0.323638883
28,1.298566907,1.996013303,1.347903074,0.800915313,0.585817158,0.214600942,1.234243582,2.134220584,0,2.786169912,0.872646422,1.963615233,0.80614137,1.448785476,0.417372928,0.901677995,0.483314188,1.132520878,1.088660836,2.872435815,0.54431401,0.356474055,1.120103954,1.353042542,0.884626996,0.731664517
29,1.42700892,2.247532598,1.071201378,1.329284728,0.282230584,0.134763803,1.783214104,2.044401599,0.114795114,2.23527003,0.782575956,2.127243555,0,1.37114469,0.858098048,1.245530953,0.961991545,1.691204854,0.728379487,1.436478335,0.176353212,0.650158197,1.785431365,2.048220079,0.591035067,0.6257726
30,0.644748433,1.532977401,1.054214032,0.900069256,0.454400873,0,1.219427409,1.488796553,0,2.170442203,0.38247479,2.09940283,0,0.981505136,0,1.370919811,0.069320009,1.297717198,0.505834814,1.577047701,0.396527007,0,1.562304876,2.276509561,0.747573537,0.584744431
31,1.42214303,1.606022962,1.329505171,1.242341114,0.776030707,0.329721534,1.473507598,2.117707586,0,2.32876413,0.817119565,2.559989244,0.36726338,1.478692593,0.193227101,1.424662269,0,0.972237033,1.153704208,1.458954728,0.177864549,0.581035902,1.855668678,1.566211463,0.905737004,0.397774536
32,0.903269431,2.498978832,0.684616851,1.762963352,0.437561701,0.181982306,1.801968612,1.839385407,0,2.385814542,0.732161623,2.44213388,0.708767182,1.733535038,0.159344159,1.222945306,0.128781482,1.708074898,0.846856169,1.887796405,0.165614082,0.629423806,1.256749068,2.02370302,0.887945295,0.817985007
33,0.856719806,1.47052922,0.47125595,0.533659734,0.7464259,0.128578554,1.703096434,1.732183441,0,1.833232348,0.566421824,2.443747834,0.54490023,1.333441173,0.661787489,1.821106195,0.97893275,1.013814913,0.860005649,1.759067876,0.74550762,0.537298604,1.491240522,1.937317622,1.095291418,1.278443287
34,0.449416262,1.341606134,0.660818506,2.304595058,0.121410161,0.059500115,0.818638126,2.138564928,0,2.556569927,1.17237927,1.775222124,0.874579094,1.368480738,0.361620215,1.775062246,0.450376519,1.14420869,0.632787522,1.588700936,1.026627535,1.070584216,1.342756188,1.816701177,0.978293176,0.911925195
35,0.898538172,1.646727216,0.410597318,0.708021183,0.742625908,0,1.512846082,2.16796008,0,2.173317831,1.229260295,2.011950991,0.466564094,1.239568106,0.152516502,1.1667806,0.635974165,1.251256169,1.124711989,2.132540647,0.618379248,0.774364808,1.764126048,1.416642536,1.546662765,0.834879878
36,0.553504317,1.068673855,0.496636237,1.622062966,0.624379799,0.709882491,1.538604318,2.625331588,0,2.429147281,0.261124815,2.726482334,0.800961761,1.471414638,0.141328325,1.651447639,0.674466552,0.70283265,0.551494588,2.173266257,1.443071053,0.106597561,1.749135097,2.322758496,0.886016841,0.474806307
37,0.821372832,0.96184974,0.943293681,0.191959957,0.770480123,0,1.382606899,1.921858693,0,2.131435183,0.790183086,1.970038444,0.258275399,1.392107322,0.578308978,1.429481218,0.113066994,1.103251495,0.758323779,1.963256832,0.403411895,0.265648181,0.866915823,1.457863189,1.14892855,0.844654376
38,1.097433375,2.192407332,0.783323833,1.472719059,1.007937582,0,1.4777663,1.805202515,0.540882975,2.325245246,0.657357229,1.948283412,0.069834138,0.943244858,0.069105205,1.561565873,0.959691697,1.626271275,1.018199818,2.246186068,0,0.4771799,1.256208301,1.858379284,0.983948455,0.694816836
39,1.229113645,2.237830453,1.296349361,1.59253723,0.359747493,0,1.601818374,2.222946376,0,2.377404351,0.672744316,1.418602435,0.240195384,1.223971854,0.304692,1.369115403,0.581136869,1.120483717,0.499059066,1.564586504,0.182258815,0.470544204,1.503040601,1.761190143,1.588532806,0.880912665
40,1.396866373,1.590542131,0.732646917,1.492715124,0.434617876,0.351510885,0.981901443,1.891811309,0.443584261,2.894138839,0.403411102,2.415978296,0.249960637,0.862646604,0.151716833,1.678976968,0.157539945,1.055242421,0.942473049,1.059759417,0.878774458,0.788596899,0.836021071,1.79870132,0.967828339,0.324876156
41,1.243697347,1.457987171,0.798788039,1.171650299,0.812745931,0,0.912801897,2.004045974,0,2.665430257,1.079651782,2.33516376,0.440565217,1.206136605,0,1.229984317,0.979161773,0.801859373,0.284498244,1.752794967,1.145954846,0,1.805415536,1.875657723,1.280179465,0.822871016
