Sustained Growth
0.079754774
0.090627888
2.311779919
0.751886073
1.276591042
5.051235244
3.646858715
0.35409779
1.318186248
0
0
0.154867021
4.379191514
0
0.200704478
0
0.260972537
2.471923007
0.369007207
0
1.066059448
0
10.9663581
0.136779195
0
0.221220986
0.955053077
1.681818533
0.841706237
0
0.445233114
2.380922024
0.113050673
0
1.867234567
0.583561159
0
2.1801772
0
0.867478665
0
0.540566892
1.927788519
3.804843212
0.104569204
0
0.294788622
3.35193554
5.52352077
0
0
0
2.338221528
0
2.876802403
8.485948118
0
1.107289787
1.0341012
0.071544336
1.03772782
0.036141538
0.091488194
6.619229754
0.227872642
0.321865602
0
2.099471563
17.55880963
1.483159922
0.248817106
0
1.944377653
0
0
0.161099612
0
0
4.808013188
1.530247448
0
1.478529696
0.056029257
0.56451844
0.131647305
0.041797299
0.068716956
0.160909091
0.190536238
1.767452392
0.142048453
0.127801355
0
6.466742807
8.592560496
3.053283841
0.021076513
2.352116639
0
0.032046678
0.10971675
15.5956832
0.514146189
0.846176955
0.152471083
6.54752321
0.071616813
0
0.275428861
0
0.264226937
0.097661083
0.638737229
0.324161401
0.701194921
0.92783482
0
1.438049172
1.789535632
0.097930033
0.880480986
0.362372837
4.688777588
0
0.671015196
0.108842754
6.574687545
0.07489215
2.359263333
0.531650182
0
2.407174569
2.075972583
0.688392136
1.684963388
0
4.544368279
0.569019016
0.157211858
1.011414887
0
11.04134318
0.774027947
4.657000035
1.92099042
7.755366444
6.739014727
0.529062356
0.43902894
0.007249856
0.070183719
0.819632068
0.531158533
1.287333563
0
0
0
0.736808293
0.025800571
4.58741836
2.607922655
0.724666727
1.030638953
8.791563463
0.330907966
0
0.759450601
0
2.142393672
0.027511315
4.370108796
1.903635856
0
1.959714232
0
0.765627114
1.743219767
1.833935963
0.254915262
0.194446704
0
2.36854367
0.574597604
0
0.714331596
10.74490794
3.973994664
1.964297777
0.272649305
0
0.479987695
0.703833931
0.334393868
0.214141869
1.218249497
9.070486946
0
0.083169079
0
9.067467721
0.005571661
0.071751293
0.028595145
0
1.646392784
2.858103013
0
0.881218521
2.187192374
0
2.185423587
0.122759388
0.219630437
3.68388823
3.021505902
0
2.467523983
0.309201941
2.115155979
0.494214148
0
0
1.422227525
0.463636592
2.363520205
2.165843969
2.387483885
0.382648813
0
4.368375276
0
1.367069899
2.499416811
0.900005679
4.853287809
8.208082126
0.004266477
0.100229435
4.07263954
0.09892089
0.008711534
0
1.8028816
3.120878914
0.012738978
0.967354678
6.829932548
1.238591583
10.75448846
1.09256274
1.032187828
0
0
0.737772805
1.09866457
0.627114951
0.588643822
0
0.039938191
0.44271263
3.440403246
0.062975666
0
0.506243283
0
0.116099701
0.025863911
0.517398453
0
0
0.673619971
0
1.061450144
0
0
0.13101182
8.041621585
1.610151586
0
0
4.426826065
6.768288707
1.934307553
0
5.266352781
2.018314954
0.081174502
0.448717447
0
3.010171025
0
0
0.800155984
3.629251026
0
0.356820411
0
2.747304575
2.717259497
0
0
0.575901447
0
1.457340014
0
1.512770067
3.158499149
0.581092662
4.243625751
1.152595495
0
0.914067853
3.947758346
0
1.480187609
0
0.228629669
0.548410443
0.848373624
2.915089838
0
0
1.382179919
5.432198872
3.371857501
0.910194692
0.770101377
4.302246366
2.27549685
0
0
1.400938866
2.524417398
1.979194803
0
1.409035421
0
0.210989743
0
0.362024365
0.418592737
0.25912135
1.170478903
0
0.077933938
0
0.053373539
0.874447772
1.758443861
2.668046403
0.420756533
1.730721851
3.118070735
1.65018314
1.506770973
1.551124448
0.066082683
0.317978018
2.20914879
0.063958957
4.596257168
0
0.766064571
0.88219022
0.115046357
1.296954457
0.402913325
1.354290746
1.390505839
1.2572441
0.369895498
17.59394425
3.586647162
1.920085956
0
9.600090655
0
11.09679729
2.530878952
0.298242401
0.240880538
0.322034004
0.279634531
0.726621942
1.183236133
1.645882282
0
2.440761241
1.353580057
0.801980452
0.287352236
0
0.945033787
0
0.115501717
0.350826451
0.863409401
5.070764115
1.911337941
0
2.687816824
0.593828256
2.236689358
1.412940783
0.643068676
1.232022177
8.275962956
10.61405715
3.933388084
0.414303456
0.385085813
0
2.208906538
2.235860979
3.502560727
0
7.562471955
2.582622916
0.559501018
